"Fmeasure","Rand_index","Mod_Vpc","Vpe","int","param"
0.515755627009646,0.00854600605887581,0.96615634568141,0.0446245818089355,1,1.01
0.515755627009646,0.00854600605887581,0.966156345681422,0.044624581808931,2,1.01
0.515755627009646,0.00854600605887581,0.966156345681457,0.0446245818089212,3,1.01
0.538404175988069,0.00854600605887581,0.966156345681401,0.0446245818089404,4,1.01
0.538404175988069,0.00854600605887581,0.966156345681455,0.0446245818089189,5,1.01
0.538404175988069,0.00854600605887581,0.966156345681536,0.0446245818089369,6,1.01
0.515755627009646,0.00854600605887581,0.966156345677391,0.0446245818091835,7,1.01
0.515755627009646,0.00854600605887581,0.966156345681439,0.0446245818089289,8,1.01
0.515755627009646,0.00854600605887581,0.96615634567742,0.0446245818091792,9,1.01
0.538404175988069,0.00854600605887581,0.966156345681424,0.0446245818089313,10,1.01
0.515755627009646,0.00854600605887581,0.966156345681455,0.044624581808919,11,1.01
0.538404175988069,0.00854600605887581,0.96615634568165,0.0446245818089095,12,1.01
0.538404175988069,0.00854600605887581,0.966156345681409,0.0446245818089459,13,1.01
0.538404175988069,0.00854600605887581,0.966156345681461,0.0446245818089167,14,1.01
0.515755627009646,0.00854600605887581,0.966156345681428,0.04462458180893,15,1.01
0.515755627009646,0.00854600605887581,0.966156345681432,0.0446245818089421,16,1.01
0.515755627009646,0.00854600605887581,0.966156345681353,0.0446245818089428,17,1.01
0.515755627009646,0.00854600605887581,0.966156345678658,0.0446245818090939,18,1.01
0.515755627009646,0.00854600605887581,0.966156345681402,0.0446245818089399,19,1.01
0.515755627009646,0.00854600605887581,0.9661563456744,0.0446245818093728,20,1.01
0.538404175988069,0.00854600605887581,0.966156345679011,0.0446245818090975,21,1.01
0.515755627009646,0.00854600605887581,0.966156345681408,0.0446245818089377,22,1.01
0.515755627009646,0.00854600605887581,0.966156345681471,0.0446245818089231,23,1.01
0.538404175988069,0.00854600605887581,0.966156345681422,0.0446245818089348,24,1.01
0.538404175988069,0.00854600605887581,0.96615634568137,0.0446245818089201,25,1.01
0.538404175988069,0.00854600605887581,0.966156345681447,0.0446245818089239,26,1.01
0.538404175988069,0.00854600605887581,0.966156345681609,0.0446245818089067,27,1.01
0.515755627009646,0.00854600605887581,0.966156345681401,0.0446245818089395,28,1.01
0.538404175988069,0.00854600605887581,0.96615634568143,0.0446245818089287,29,1.01
0.515755627009646,0.00854600605887581,0.966156345681451,0.0446245818089281,30,1.01
0.515755627009646,0.00854600605887581,0.966156345681452,0.0446245818089204,31,1.01
0.515755627009646,0.00854600605887581,0.966156345681414,0.0446245818089355,32,1.01
0.538404175988069,0.00854600605887581,0.966156345681319,0.0446245818089358,33,1.01
0.538404175988069,0.00854600605887581,0.966156345681457,0.0446245818089178,34,1.01
0.515755627009646,0.00854600605887581,0.966156345681424,0.0446245818089314,35,1.01
0.538404175988069,0.00854600605887581,0.966156345681407,0.0446245818089381,36,1.01
0.515755627009646,0.00854600605887581,0.966156345681442,0.0446245818089299,37,1.01
0.515755627009646,0.00854600605887581,0.96615634568144,0.0446245818089249,38,1.01
0.515755627009646,0.00854600605887581,0.966156345681402,0.0446245818089399,39,1.01
0.538404175988069,0.00854600605887581,0.966156345681403,0.0446245818089401,40,1.01
0.515755627009646,0.00854600605887581,0.966156345681439,0.0446245818089252,41,1.01
0.515755627009646,0.00854600605887581,0.966156345681449,0.0446245818089215,42,1.01
0.538404175988069,0.00854600605887581,0.966156345681465,0.0446245818089144,43,1.01
0.515755627009646,0.00854600605887581,0.966156345677206,0.0446245818092448,44,1.01
0.515755627009646,0.00854600605887581,0.966156345677328,0.0446245818092102,45,1.01
0.538404175988069,0.00854600605887581,0.966156345681399,0.0446245818089409,46,1.01
0.515755627009646,0.00854600605887581,0.966156345677427,0.0446245818091776,47,1.01
0.515755627009646,0.00854600605887581,0.966156345679543,0.0446245818090882,48,1.01
0.538404175988069,0.00854600605887581,0.966156345673316,0.0446245818094325,49,1.01
0.515755627009646,0.00854600605887581,0.966156345681602,0.0446245818089198,50,1.01
0.538404175988069,0.00854600605887581,0.966156345681465,0.0446245818089145,51,1.01
0.538404175988069,0.00854600605887581,0.966156345677313,0.0446245818092063,52,1.01
0.515755627009646,0.00854600605887581,0.966156345681411,0.0446245818089361,53,1.01
0.515755627009646,0.00854600605887581,0.966156345681459,0.0446245818089169,54,1.01
0.538404175988069,0.00854600605887581,0.966156345677214,0.0446245818092376,55,1.01
0.538404175988069,0.00854600605887581,0.966156345681455,0.0446245818089233,56,1.01
0.515755627009646,0.00854600605887581,0.96615634568161,0.0446245818089158,57,1.01
0.538404175988069,0.00854600605887581,0.966156345681404,0.0446245818089395,58,1.01
0.515755627009646,0.00854600605887581,0.966156345681394,0.0446245818089382,59,1.01
0.515755627009646,0.00854600605887581,0.966156345681445,0.0446245818089232,60,1.01
0.538404175988069,0.00854600605887581,0.966156345681426,0.0446245818089322,61,1.01
0.538404175988069,0.00854600605887581,0.966156345681465,0.0446245818089218,62,1.01
0.515755627009646,0.00854600605887581,0.966156345681398,0.0446245818089389,63,1.01
0.515755627009646,0.00854600605887581,0.966156345681559,0.0446245818089364,64,1.01
0.538404175988069,0.00854600605887581,0.96615634568146,0.0446245818089174,65,1.01
0.515755627009646,0.00854600605887581,0.966156345681435,0.0446245818089277,66,1.01
0.538404175988069,0.00854600605887581,0.966156345681507,0.0446245818089121,67,1.01
0.515755627009646,0.00854600605887581,0.966156345681455,0.0446245818089185,68,1.01
0.515755627009646,0.00854600605887581,0.96615634568145,0.0446245818089214,69,1.01
0.515755627009646,0.00854600605887581,0.966156345681305,0.0446245818089378,70,1.01
0.538404175988069,0.00854600605887581,0.966156345681424,0.0446245818089306,71,1.01
0.538404175988069,0.00854600605887581,0.9661563456814,0.0446245818089396,72,1.01
0.538404175988069,0.00854600605887581,0.966156345681511,0.0446245818089491,73,1.01
0.515755627009646,0.00854600605887581,0.966156345681409,0.0446245818089371,74,1.01
0.515755627009646,0.00854600605887581,0.966156345681437,0.0446245818089261,75,1.01
0.515755627009646,0.00854600605887581,0.966156345677265,0.0446245818092202,76,1.01
0.515755627009646,0.00854600605887581,0.966156345681424,0.0446245818089311,77,1.01
0.538404175988069,0.00854600605887581,0.966156345681543,0.0446245818089337,78,1.01
0.538404175988069,0.00854600605887581,0.966156345681417,0.0446245818089345,79,1.01
0.515755627009646,0.00854600605887581,0.966156345681426,0.0446245818089307,80,1.01
0.538404175988069,0.00854600605887581,0.966156345677327,0.0446245818092054,81,1.01
0.538404175988069,0.00854600605887581,0.966156345677551,0.0446245818092101,82,1.01
0.538404175988069,0.00854600605887581,0.966156345681455,0.0446245818089192,83,1.01
0.515755627009646,0.00854600605887581,0.966156345681529,0.0446245818089402,84,1.01
0.538404175988069,0.00854600605887581,0.966156345677326,0.0446245818092058,85,1.01
0.515755627009646,0.00854600605887581,0.966156345681415,0.0446245818089345,86,1.01
0.538404175988069,0.00854600605887581,0.96615634567735,0.044624581809186,87,1.01
0.538404175988069,0.00854600605887581,0.96615634567725,0.0446245818092298,88,1.01
0.538404175988069,0.00854600605887581,0.966156345681458,0.0446245818089177,89,1.01
0.538404175988069,0.00854600605887581,0.966156345681442,0.0446245818089227,90,1.01
0.515755627009646,0.00854600605887581,0.966156345681442,0.0446245818089234,91,1.01
0.515755627009646,0.00854600605887581,0.966156345681404,0.044624581808939,92,1.01
0.515755627009646,0.00854600605887581,0.966156345681416,0.0446245818089395,93,1.01
0.515755627009646,0.00854600605887581,0.966156345681618,0.0446245818089129,94,1.01
0.515755627009646,0.00854600605887581,0.966156345681506,0.0446245818089416,95,1.01
0.515755627009646,0.00854600605887581,0.966156345677339,0.0446245818092054,96,1.01
0.538404175988069,0.00854600605887581,0.96615634567738,0.0446245818091908,97,1.01
0.515755627009646,0.00854600605887581,0.966156345681449,0.0446245818089214,98,1.01
0.515755627009646,0.00854600605887581,0.966156345681404,0.0446245818089448,99,1.01
0.538404175988069,0.00854600605887581,0.966156345681448,0.0446245818089215,100,1.01
0.479233226837061,0.0343413099832609,0.36316675332823,0.479004032070983,1,1.1
0.581517655897821,0.0343413099832609,0.363157737598334,0.479009349143382,2,1.1
0.479233226837061,0.0343413099832609,0.363163537378403,0.479005621898322,3,1.1
0.479233226837061,0.0343413099832609,0.363157383655663,0.479009623626202,4,1.1
0.581517655897821,0.0343413099832609,0.363166808490374,0.47900395196389,5,1.1
0.479233226837061,0.0343413099832609,0.36316115609187,0.479006895878729,6,1.1
0.479233226837061,0.0343413099832609,0.363164002336572,0.479005376223392,7,1.1
0.581517655897821,0.0343413099832609,0.363157139664102,0.47900907532581,8,1.1
0.581517655897821,0.0343413099832609,0.363094390349423,0.479044457516807,9,1.1
0.581517655897821,0.0343413099832609,0.36315793386893,0.479008661984906,10,1.1
0.479233226837061,0.0343413099832609,0.363165951465337,0.479004379870986,11,1.1
0.581517655897821,0.0343413099832609,0.363162120570135,0.479006386152421,12,1.1
